Argument ID	Conclusion	Stance	Premise	Achievement	Power: dominance	Power: resources
A20096	We should abolish intellectual property rights	against	['we', 'shouldnt', 'abolish', 'intellectual', 'property', 'rights', 'if', 'you', 'have', 'come', 'up', 'with', 'a', 'new', 'idea', 'for', 'something', 'then', 'it', 'should', 'be', 'exclusive', 'to', 'you', 'and', 'you', 'should', 'be', 'acknowledged', 'for', 'it']	1	0	1
A20106	We should adopt gender-neutral language	against	['many', 'philologist', 'said', 'that', 'gender-neutral', 'language', 'is', 'hard', 'to', 'use,', 'takes', 'times', 'to', 'learn', 'and', 'will', 'cost', 'a', 'lot', 'of', 'money.']	1	1	0
A20108	We should ban missionary work	against	['missionary', 'work', 'is', 'important', 'to', 'help', 'educate', 'those', 'in', 'third', 'world', 'countries', 'so', 'they', 'can', 'improve', 'their', 'way', 'of', 'life.']	1	0	0
A20126	We should ban cosmetic surgery	against	['cosmetic', 'surgery', 'is', 'a', 'personal', 'option', 'in', 'a', 'safe', 'environment', 'with', 'minimal', 'risk']	1	0	0
A20128	We should ban targeted killing	against	['targeted', 'killing', 'allows', 'the', 'military', 'to', 'remove', 'a', 'dangerous', 'person', 'without', 'needing', 'to', 'go', 'to', 'war', 'or', 'harming', 'others.', 'it', 'is', 'a', 'strategic', 'way', 'to', 'save', 'innocents', 'who', 'would', 'be', 'endangered', 'by', 'that', 'person.']	1	0	0
A20150	We should ban telemarketing	against	['telemarketing', 'is', 'an', 'easy', 'way', 'for', 'people', 'to', 'connect', 'with', 'consumers', 'that', 'are', 'interested', 'in', 'their', 'products.']	1	0	1
A20153	We should ban private military companies	against	['private', 'military', 'companies', 'offer', 'a', 'unique', 'way', 'of', 'dealing', 'with', 'a', 'problem,', 'one', 'that', 'keeps', 'our', 'actual', 'government', 'out', 'of', 'it.']	1	0	0
A20171	We should ban cosmetic surgery	against	['cosmetic', 'surgery', 'makes', 'people', 'feel', 'better', 'about', 'themselves.']	1	0	0
A20180	We should ban telemarketing	against	['The', 'telemarketing', 'industry', 'is', 'huge,', 'and', 'any', 'attempt', 'to', 'shut', 'it', 'down', 'will', 'cause', 'a', 'rise', 'is', 'unemployment', 'and', 'will', 'damage', 'the', 'economy.']	1	0	1
A20213	We should introduce compulsory voting	against	['people', 'should', 'be', 'allowed', 'to', 'not', 'vote', 'as', 'a', 'way', 'to', 'protest', 'the', 'government']	1	1	0
A20223	We should ban algorithmic trading	against	['algorithmic', 'trading', 'allows', 'computers', 'to', 'make', 'predictions', 'based', 'on', 'far', 'more', 'data', 'than', 'a', 'human', 'could', 'handle.', 'this', 'means', 'that', 'more', 'money', 'is', 'likely', 'to', 'be', 'made', 'for', 'share', 'holders.']	1	0	1
A20233	We should abolish intellectual property rights	against	['people', 'working', 'hard', 'to', 'invite', 'something', 'and', 'should', 'be', 'awarded', 'for', 'it.']	1	0	1
A20260	We should ban telemarketing	against	['under', 'any', 'circumstance,', 'telemarketing', 'is', 'a', 'source', 'of', 'employment', 'for', 'many', 'people.', 'banning', 'it', 'will', 'result', 'to', 'tens', 'of', 'thousands', 'losing', 'their', 'jobs.']	1	0	0
A20265	We should subsidize journalism	against	['the', 'subsidies', 'could', 'be', 'used', 'on', 'other', 'primary', 'production', 'methods', 'which', 'are', 'very', 'much', 'likely', 'to', 'help', 'boost', 'the', 'economy']	1	0	1
A20273	We should fight for the abolition of nuclear weapons	against	['the', 'united', 'states,', 'at', 'least,', 'needs', 'nuclear', 'weapons', 'for', 'protection', 'in', 'order', 'to', 'deter', 'other', 'countries', 'from', 'attacking.']	1	1	0
A20274	We should ban factory farming	against	['factory', 'farming', 'is', 'the', 'only', 'way', 'to', 'meet', 'the', 'high', 'demand', 'for', 'meat.']	1	0	1
A20292	We should abolish intellectual property rights	against	['we', 'should', 'keep', 'intellectual', 'property', 'rights', 'because', 'if', 'a', 'person', 'came', 'up', 'with', 'an', 'idea,', 'they', 'should', 'receive', 'credit', 'for', 'it', 'no', 'matter', 'what', 'the', 'circumstances', 'are,', 'it', 'is', 'only', 'fair.']	1	0	1
A20311	We should abolish intellectual property rights	against	['creative', 'work', 'is', 'just', 'as', 'important', 'as', 'physical', 'work', 'and', 'authors', 'should', 'be', 'compensated']	1	0	1
A20330	We should limit judicial activism	against	['judicial', 'activism', 'will', 'bring', 'forth', 'new', 'interpretations', 'of', 'the', 'constitution', 'and', 'advance', 'our', 'society']	1	0	0
A20358	We should ban human cloning	against	['human', 'cloning', 'should', 'not', 'be', 'banned', 'because', 'it', 'may', 'lead', 'to', 'the', 'ability', 'to', 'generate', 'human', 'organs', 'for', 'transplant', 'which', 'would', 'save', 'many', 'lives']	1	0	0
A20362	We should oppose collectivism	against	['We', 'should', 'support', 'collectivism', 'because', 'many', 'problems', 'like', 'climate', 'change', 'cannot', 'be', 'dealt', 'with', 'on', 'an', 'individual', 'level.']	1	0	0
A20373	We should ban algorithmic trading	against	"['we', ""shouldn't"", 'ban', 'algorithmic', 'trading', 'because', 'it', 'gets', 'more', 'done', 'than', 'using', 'single', 'instructions', 'and', ""it's"", 'more', 'systematic']"	1	0	1
A20374	We should oppose collectivism	against	['collectivism', 'can', 'achieve', 'more', 'that', 'individuals', 'alone']	1	0	0
A20423	We should abolish intellectual property rights	against	['people', 'deserve', 'to', 'have', 'there', 'inventions', 'protected']	1	0	1
A20431	We should limit executive compensation	against	['executives', 'are', 'the', 'primary', 'reason', 'a', 'company', 'is', 'successful', 'or', 'not.', '', 'their', 'pay', 'is', 'usually', 'justifiable.']	1	1	1
A20448	We should cancel pride parades	against	['pride', 'parading', 'is', 'the', 'peaceful', 'place', 'for', 'lgbtq', 'people', 'to', 'express', 'themselves', 'freely,', 'demonstrate', 'and', 'require', 'more', 'acceptance', 'from', 'other', 'people']	1	0	0
A20451	We should ban telemarketing	against	['telemarketing', 'is', 'a', 'form', 'of', 'sales', 'that', 'has', 'been', 'around', 'for', 'years', 'and', 'without', 'it', 'many', 'jobs', 'would', 'be', 'lost.']	1	0	0
A20475	We should stop the development of autonomous cars	against	['we', 'should', 'not', 'because', 'it', 'will', 'cause', 'much', 'less', 'accidents', 'on', 'the', 'road.']	1	0	0
A20477	We should adopt an austerity regime	against	['We', 'should', 'not', 'adopt', 'an', 'austerity', 'regime', 'because', 'the', 'global', 'economy', 'is', 'now', 'rapidly', 'growing,', 'and', 'the', 'recession', 'is', 'years', 'behind', 'us.']	1	0	1
A20481	We should oppose collectivism	against	['society', 'is', 'a', 'collective', 'and', 'the', 'most', 'good', 'comes', 'from', 'working', 'together']	1	0	0
A20489	We should ban whaling	against	['whaling', 'provides', 'food', 'and', 'fuel', 'for', 'many', 'people']	1	0	0
A20495	We should limit executive compensation	against	['executive', 'compensation', 'provides', 'motivation', 'for', 'executives', 'to', 'act', 'in', 'ways', 'that', 'are', 'beneficial', 'to', 'the', 'company', 'and', 'shareholders.']	1	1	1
A21006	We should ban algorithmic trading	against	"['algorithmic', 'trading', 'allows', 'larger', 'orders', 'to', 'happen', 'that', 'one', 'individual', ""couldn't"", 'do', 'without', 'the', 'use', 'of', 'the', ""'robots'.""]"	1	0	1
A21009	We should oppose collectivism	against	['collectivism', 'provides', 'a', 'common', 'goal', 'for', 'everyone', 'to', 'work', 'towards.']	1	0	0
A21015	We should limit executive compensation	against	['if', 'someone', 'has', 'worked', 'hard', '', 'to', 'climb', 'the', 'career', 'ladder', 'then', 'they', 'should', 'receive', 'a', 'reward', 'in', 'the', 'form', 'of', 'executive', 'compensation.']	1	0	1
A21023	We should ban human cloning	against	['human', 'cloning', 'could', 'aid', 'medical', 'advances', 'and', 'should', 'therefore', 'be', 'allowed.']	1	1	0
A21044	We should limit executive compensation	against	['executive', 'compensation', 'packages', 'are', 'necessary', 'to', 'attract', 'the', 'best', 'qualified', 'people', 'into', 'a', 'company', '-', 'it', 'is', 'simply', 'market', 'economics,', 'supply', 'and', 'demand.']	1	0	1
A21050	We should ban algorithmic trading	against	['algorithmic', 'trading', 'has', 'helped', 'the', 'trading', 'industry', 'due', 'to', 'the', 'high', 'level', 'of', 'accuracy', 'that', 'it', 'provides,', 'there', 'is', 'no', 'human', 'error']	1	0	1
A21059	We should subsidize journalism	against	['funding', 'comes', 'with', 'overt', 'or', 'covert', 'strings', 'attached,', 'certain', 'criticisms', 'of', 'the', 'government', 'would', 'vanish']	1	0	0
A21060	We should subsidize space exploration	against	"['space', 'exploration', 'should', 'be', 'privatized', 'and', 'maybe', ""we'd"", 'get', 'somewhere.']"	1	0	1
A21067	We should ban the use of child actors	against	['it', 'would', 'not', 'be', 'possible', 'to', 'portray', 'society', 'realistically', 'if', 'child', 'actors', 'are', 'banned', 'because', 'children', 'are', 'an', 'important', 'part', 'of', 'many', 'dramas']	1	0	0
A21070	We should ban human cloning	against	['human', 'cloning', 'should', 'not', 'be', 'banned', 'as', 'it', 'the', 'next', 'step', 'in', 'medicine', 'and', 'will', 'allow', 'for', 'transplantation', 'to', 'be', 'simpler', 'and', 'easier', 'to', 'perform']	1	0	0
A21086	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'an', 'easy', 'way', 'to', 'keep', 'money', 'moving', 'and', 'to', 'make', 'a', 'profit', 'so', 'there', 'is', 'no', 'reason', 'to', 'ban', 'it.']	1	0	1
A21113	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'provide', 'addition', 'income', 'to', 'small', 'businesses.']	1	0	1
A21116	We should adopt an austerity regime	against	['We', 'should', 'not', 'adopt', 'an', 'austerity', 'regime', 'because', 'counter', 'cyclical', 'spending', 'leads', 'to', 'better', 'outcomes', 'for', 'the', 'economy', 'than', 'austerity.']	1	0	1
A21118	We should ban telemarketing	against	['telemarketing', 'is', 'perfectly', 'fine,', 'when', 'handled', 'by', 'telemarketers', 'appropriately', 'and', 'politely', 'with', 'respect', 'to', 'potential', 'customers']	1	0	1
A21122	We should adopt a zero-tolerance policy in schools	against	['A', 'zero', 'tolerance', 'policy', 'in', 'schools', 'is', 'a', 'very', 'old', 'fashioned', 'theory,', 'and', 'it', 'has', 'failed', 'over', 'and', 'over', 'again.']	1	0	0
A21133	We should adopt a multi-party system	against	['we', 'should', 'no', 'adopt', 'a', 'multi-party', 'system', 'because', 'nothing', 'would', 'ever', 'get', 'done', 'with', 'varying', 'points', 'of', 'view.']	1	1	0
A21138	We should abolish intellectual property rights	against	['intellectual', 'property', 'rights', 'protect', 'those', 'who', 'have', 'spent', 'time', 'and', 'ingenuity', 'on', 'development', 'of', 'an', 'idea', 'and', 'ensures', 'they', 'can', 'be', 'rewarded', 'accordingly', 'for', 'their', 'inspiration.']	1	0	1
A21168	We should abolish intellectual property rights	against	"['we', 'should', 'not', 'abolish', 'intellectual', 'property', 'rights', 'because', ""it's"", 'not', 'fair', 'for', 'people', 'to', 'steal', 'a', 'genius', 'idea', 'from', 'someone', 'else']"	1	0	0
A21190	We should abolish zoos	against	['zoos', 'are', 'great', 'educational', 'tools,', 'and', 'it', 'is', 'also', 'a', 'safe', 'place', 'to', 'take', 'care', 'of', 'endangered', 'species.']	1	0	0
A21192	We should end mandatory retirement	against	['We', 'should', 'not', 'end', 'mandatory', 'retirement', 'because', 'the', 'current', 'system', 'in', 'countries', 'like', 'Germany', 'where', 'this', 'is', 'common', 'is', 'not', 'broken.']	1	0	0
A21204	We should abolish zoos	against	['zoos', 'are', 'an', 'educational', 'and', 'entertaining', 'tool', 'and', 'the', 'animals', 'are', 'well', 'fed', 'and', 'cared', 'for.']	1	0	0
A21210	We should ban algorithmic trading	against	['algorithmic', 'trading', 'might', 'be', 'good', 'for', 'those', 'starting', 'out', 'since', 'it', 'takes', 'all', 'the', 'guess', 'work', 'out.']	1	0	1
A21224	We should cancel pride parades	against	['the', 'lgbt', 'world', 'has', 'suffered', 'and', 'fought', 'greatly', 'for', 'equal', 'rights,', 'they', 'deserve', 'to', 'have', 'a', 'parade', 'or', 'march', 'in', 'honor', 'of', 'such.']	1	0	0
A21229	We should subsidize embryonic stem cell research	against	['we', 'should', 'not', 'subsidize', 'embryonic', 'stem', 'cell', 'research', 'because', 'these', 'scientists', 'have', 'been', 'working', 'on', 'this', 'a', 'long', 'time.']	1	0	0
A21231	We should limit executive compensation	against	['executives', 'have', 'earned', 'their', 'compensation', 'and', 'should', 'not', 'be', 'capped', 'on', 'what', 'they', 'can', 'earn', 'as', 'this', 'would', 'be', 'and', 'overreach', 'into', 'company', 'affairs']	1	0	1
A21240	We should ban factory farming	against	['factory', 'farming', 'requires', 'a', 'load', 'of', 'workforce', 'and', 'provides', 'a', 'lot', 'of', 'jobs', 'opportunities']	1	0	1
A21253	We should adopt a multi-party system	against	['multi-party', 'systems', 'encourage', 'the', 'formation', 'of', 'weak', 'and', 'unstable', 'coalitions', 'that', 'achieve', 'little', 'beyond', 'their', 'own', 'day', 'to', 'day', 'survival']	1	0	0
A21271	We should ban the use of child actors	against	['child', 'actors', 'are', 'supervised', 'constantly,', 'are', 'well', 'taken', 'care', 'of,', 'and', 'have', 'tutors', 'on', 'set', 'to', 'keep', 'them', 'from', 'falling', 'back', 'in', 'school.']	1	0	0
A21285	We should ban telemarketing	against	['telemarketing', 'gives', 'us', 'new', 'opportunities', 'and', 'we', 'can', 'often', 'save', 'money', 'on', 'our', 'services.']	1	0	1
A21328	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'can', 'have', 'benefits', 'such', 'as', 'allowing', 'anyone', 'to', 'travel', 'inside', 'a', 'car', 'such', 'as', 'disabled', 'and', 'vulnerable', 'people', 'who', 'others', 'would', 'not', 'be', 'able', 'to', 'get', 'to', 'other', 'places.']	1	0	0
A21337	We should abolish intellectual property rights	against	"['it', 'is', 'only', 'fair', 'that', 'a', 'person', 'or', 'company', 'that', 'created', 'something', 'should', 'have', 'protections', 'against', 'those', 'that', 'want', 'to', 'make', 'money', 'off', 'of', ""another's"", 'hard', 'work.']"	1	0	0
A21356	We should ban whaling	against	['many', 'economies', 'are', 'sustained', 'thanks', 'to', 'whaling']	1	0	1
A21377	We should subsidize space exploration	against	['We', 'should', 'not', 'subsidize', 'space', 'exploration', 'as', 'there', 'are', 'far', 'more', 'important', 'and', 'urgent', 'issues', 'to', 'deal', 'with', 'on', 'earth', 'at', 'this', 'time.']	1	0	0
A21397	We should abolish intellectual property rights	against	['intellectual', 'property', 'rights', 'serve', 'to', 'prevent', 'the', 'sharing', 'of', 'information', 'and', 'ideas,', 'which', 'would', 'allow', 'groundbreaking', 'concepts', 'to', 'develop', 'more', 'quickly', 'for', 'the', 'benefit', 'of', 'all.']	1	0	0
A21407	We should adopt an austerity regime	against	['austerity', 'makes', 'times', 'tougher', 'for', 'everyone.']	1	0	0
A21410	We should adopt a multi-party system	against	"['if', 'it', ""ain't"", 'broke,', ""don't"", 'fix', 'it.', 'it', 'is', 'working', 'and', 'has', 'for', 'a', 'long', 'time.']"	1	0	0
A21411	We should ban telemarketing	against	['telemarketing', 'provides', 'jobs,', 'and', 'people', 'should', 'be', 'allowed', 'to', 'use', 'telemarketing', 'to', 'earn', 'a', 'living.']	1	0	0
A21415	We should adopt atheism	against	['the', 'most', 'basic', 'right', 'we', 'have', 'is', 'freedom', 'of', 'religion,', 'and', 'it', 'is', 'very', 'strong', 'personal', 'belief.', '', 'atheism', 'strips', 'that', 'away', 'and', 'should', 'not', 'be', 'encouraged.']	1	0	0
A21418	We should cancel pride parades	against	['people', 'have', 'a', 'right', 'to', 'feel', 'and', 'display', 'pride', 'in', 'what', 'they', 'are.']	1	0	0
A21422	We should ban factory farming	against	['Factory', 'farming', 'allows', 'us', 'to', 'fill', 'a', 'high', 'demand.']	1	0	1
A21428	We should ban whaling	against	['whaling', 'is', 'quite', 'a', 'profitable', 'profession.']	1	0	1
A21434	We should limit executive compensation	against	['pay', 'is', 'the', 'primary', 'motivational', 'factor', 'for', 'executive', 'level', 'employees,', 'thus', 'executive', 'compensation', 'should', 'not', 'be', 'capped', 'as', 'it', 'would', 'affect', 'their', 'performance.']	1	0	1
A21435	We should limit executive compensation	against	['studies', 'have', 'shown', 'that', 'companies', 'that', 'do', 'not', 'limit', 'executive', 'compensation', 'do', 'better', 'and', 'out', 'perform', 'those', 'that', 'do', 'limit.', 'this', 'is', 'better', 'for', 'individual', 'companies', 'and', 'the', 'economy.']	1	1	1
A21441	We should ban telemarketing	against	['telemarketing', 'is', 'a', 'useful', 'source', 'of', 'sales', 'for', 'many', 'businesses']	1	0	1
A21445	We should end mandatory retirement	against	['by', 'forcing', 'someone', 'to', 'retire', 'it', 'then', 'means', 'that', 'spot', 'is', 'open', 'for', 'a', 'younger', 'person', 'to', 'fill', 'the', 'role,', 'someone', 'who', 'could', 'really', 'use', 'the', 'money']	1	0	1
A21453	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'a', 'technological', 'improvement', 'on', 'antiquated', 'methods', 'of', 'trading', 'and', 'should', 'be', 'encouraged', 'and', 'improved.']	1	0	1
A21454	We should ban factory farming	against	['factory', 'farming', 'is', 'one', 'way', 'to', 'ensure', 'we', 'have', 'enough', 'food', 'for', 'our', 'citizen', 'and', 'it', 'should', 'not', 'be', 'banned.']	1	0	0
A21473	We should abolish intellectual property rights	against	"['people', 'have', 'the', 'right', 'to', 'their', 'ideas', 'and', 'therefore', 'it', ""shouldn't"", 'be', 'banned.']"	1	0	1
A21474	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'fast', 'and', 'efficient', 'and', 'better', 'able', 'to', 'deal', 'with', 'data']	1	0	1
A21475	We should ban private military companies	against	['private', 'military', 'companies', 'might', 'be', 'engaged', 'in', 'times', 'of', 'conflict', 'when', 'regular', 'national', 'military', 'service', 'is', 'not', 'eunough']	1	1	0
A21480	We should abolish the Olympic Games	against	['olympic', 'games', 'is', 'useful', 'to', 'countries', 'as', 'it', 'provides', 'a', 'boost', 'to', 'the', 'countries', 'economy', 'by', 'the', 'increased', 'tourism', 'during', 'the', 'time', 'of', 'the', 'tournament.']	1	0	1
A21491	We should end the use of economic sanctions	against	['economic', 'sanctions', 'offer', 'an', 'effective', 'way', 'to', 'deal', 'with', 'international', 'conflict', 'which', 'does', 'not', 'involve', 'military', 'action.']	1	0	0
A22003	We should abolish intellectual property rights	against	['without', 'ip', 'rights,', 'the', 'market', 'would', 'be', 'awash', 'with', 'cheap', 'imitations']	1	0	1
A22030	We should ban algorithmic trading	against	['algorithmic', 'trading', 'allows', 'for', 'quicker', 'and', 'more', 'effective', 'trading', 'than', 'can', 'be', 'conducted', 'by', 'a', 'human', 'investor.']	1	0	1
A22037	We should subsidize student loans	against	['we', 'should', 'not', 'subsidize', 'student', 'loans', 'because', 'people', 'need', 'to', 'work', 'hard', 'to', 'get', 'their', 'education']	1	0	0
A22041	We should ban human cloning	against	['human', 'cloning', 'may', 'solve', 'all', 'types', 'of', 'medical', 'problems.']	1	0	0
A22046	We should ban the use of child actors	against	"['children', 'are', 'humans', 'too', 'and', 'with', 'their', 'consent', 'and', 'their', ""parent's"", 'consent,', 'should', 'be', 'allowed', 'to', 'work']"	1	0	0
A22050	We should subsidize student loans	against	['if', 'we', 'subsidize', 'student', 'loans', 'we', 'could', 'create', 'parasites', 'that', 'never', 'get', 'a', 'degree', 'just', 'to', 'maintain', 'the', 'state', 'subsidy']	1	0	0
A22055	We should abolish the Olympic Games	against	"['the', 'olympic', 'games', 'create', 'a', 'tourism', 'boom', 'for', 'the', 'host', 'city', 'which', 'injects', 'a', 'lot', 'of', 'cash', 'which', 'can', 'be', 'used', 'to', 'better', 'locals', 'so', 'it', ""shouldn't"", 'be', 'abolished.']"	1	0	1
A22058	We should ban cosmetic surgery for minors	against	['Increased', 'demand', 'for', 'cosmetic', 'surgery', 'increases', 'innovation,', 'helping', 'people', 'who', 'need', 'conventional', 'surgery.']	1	0	0
A22063	We should ban the use of child actors	against	['these', 'days,', 'child', 'actors', 'are', 'provided', 'with', 'tutors', 'while', 'on', 'set', 'to', 'ensure', 'their', 'education', 'is', 'minimally', 'disrupted', 'and', 'there', 'is', 'more', 'support', 'than', 'there', 'used', 'to', 'be']	1	0	0
A22070	We should adopt gender-neutral language	against	['our', 'society', 'needs', 'to', 'be', 'able', 'to', 'label', 'and', 'identify', 'a', 'person', 'as', 'a', 'male', 'or', 'female', 'for', 'many', 'reasons', 'such', 'as', 'taxes,', 'employment,', 'health', 'care,', 'etc,', 'so', 'we', 'should', 'not', 'adopt', 'a', 'gender', 'neutral', 'language.']	1	0	0
A22107	We should end mandatory retirement	against	['people', 'are', 'not', 'always', 'aware', 'of', 'their', 'failing', 'mental', 'faculties', 'and', 'mandatory', 'retirement', 'is', 'necessary.']	1	0	0
A22161	We should ban human cloning	against	['human', 'cloning', 'can', 'ensure', 'that', 'certain', 'strengths', 'of', 'a', 'human', 'trait', 'is', 'continued', 'therefore', 'human', 'cloning', 'should', 'be', 'allowed', 'to', 'be', 'accomplished.']	1	0	0
A22167	We should ban the use of child actors	against	['without', 'child', 'actors', 'there', 'will', 'be', 'no', 'characters', 'for', 'actual', 'children', 'to', 'relate', 'to']	1	1	0
A22168	We should ban cosmetic surgery	against	['cosmetic', 'surgery', 'is', 'a', 'personal', 'choice', 'that', 'people', 'should', 'be', 'allowed']	1	0	1
A22183	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'legal,', 'and', 'all', 'traders', 'have', 'access', 'to', 'some', 'sort', 'of', 'computer-aided', 'tools.']	1	0	0
A22184	We should introduce compulsory voting	against	"['you', 'can', 'require', 'voting', 'but', 'you', ""can't"", 'force', 'people', 'to', 'educate', 'themselves', 'about', 'the', 'candidates', 'and', 'issues']"	1	0	0
A22212	We should subsidize Wikipedia	against	"['we', ""shouldn't"", 'subsidize', 'wikipedia', 'because', 'pages', 'on', 'wikipedia', 'is', 'user', 'created', 'and', ""isn't"", 'always', 'accurate']"	1	0	0
A22215	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'bring', 'vast', 'economic', 'benefit', 'to', 'local', 'communities,', 'both', 'through', 'regeneration', 'projects', 'and', 'the', 'influx', 'of', 'vistors', 'spending', 'their', 'cash.']	1	0	1
A22218	We should end mandatory retirement	against	['mandatory', 'retirement', 'helps', 'keep', 'the', 'number', 'of', 'workplace', 'incidents', 'down.']	1	0	0
A22223	We should ban telemarketing	against	['telemarketing', 'can', 'help', 'companies', 'reach', 'a', 'wider', 'audience.']	1	1	1
A22248	We should ban human cloning	against	['cloning', 'would', 'have', 'strict', 'regulations', 'on', 'how', 'to', 'handle', 'clones', 'and', 'ethical', 'dilemmas.', 'scientific', 'advancements', 'made', 'while', 'working', 'towards', 'cloning', 'can', 'advance', 'the', 'human', 'race.']	1	0	0
A22253	We should abolish the Olympic Games	against	"['the', 'olympics', 'bring', 'people', 'together', 'and', 'form', 'fun', 'rivalries', 'between', 'countries,', 'all', 'vying', 'for', 'a', 'top', 'spot', 'among', 'the', ""world's"", 'athletes']"	1	0	0
A22284	We should ban the use of child actors	against	['if', 'a', 'child', 'wants', 'to', 'act', 'they', 'have', 'every', 'right', 'to']	1	0	0
A22286	We should limit executive compensation	against	['without', 'executive', 'compensation', 'talent', 'will', 'be', 'lost', 'to', 'other', 'countries']	1	0	1
A22288	We should ban the use of child actors	against	['child', 'actors', 'are', 'important', 'so', 'programs', 'can', 'show', 'people', 'of', 'ages', 'and', 'are', 'reflective', 'of', 'society.', 'child', 'actors', 'are', 'an', 'important', 'part', 'of', '', 'the', 'industry', 'and', 'are', 'needed', 'to', 'reflect', 'people', 'accurately.']	1	0	0
A22312	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'are', 'simply', 'the', 'next', 'logical', 'step', 'in', 'transportation.', '', 'years', 'ago', 'people', 'would', 'have', 'said', 'all', 'cars', 'are', 'dangerous', 'and', 'we', 'should', 'all', 'stick', 'to', 'horse', 'and', 'buggy', 'instead.']	1	0	0
A22314	We should adopt a multi-party system	against	['consensus', 'can', 'become', 'difficult', 'in', 'multi', 'party', 'systems']	1	1	0
A22318	We should abolish intellectual property rights	against	"['when', 'someone', 'comes', 'up', 'with', 'an', 'idea', 'it', 'is', 'their', 'idea.', 'they', 'should', 'be', 'the', 'one', 'to', 'profit', 'from', 'that', 'idea.', 'other', 'people', ""shouldn't"", 'be', 'able', 'to', 'just', 'take', 'it', 'and', 'make', 'it', 'their', 'own.']"	1	0	1
A22320	We should oppose collectivism	against	['collectivism', 'helps', 'everyone', 'accomplish', 'things', 'better.']	1	0	0
A22325	We should adopt a multi-party system	against	['this', 'would', 'result', 'in', 'inaccurate', 'representation', 'in', 'government.', 'if', 'there', 'where', 'numerous', 'parties,', 'votes', 'would', 'be', 'split', 'all', 'over', 'and', 'the', 'party', 'people', 'least', 'wanted', 'would', 'win', 'resulting', 'in', 'inaccurate', 'representation.']	1	0	0
A22327	We should ban algorithmic trading	against	['algorithmic', 'trading', 'has', 'increased', 'trading', 'which', 'is', 'good', 'for', 'the', 'economy']	1	0	1
A22328	We should ban the use of child actors	against	['as', 'long', 'as', 'there', 'is', 'proper', 'protection', 'for', 'child', 'actors', 'there', 'is', 'no', 'reason', 'that', 'they', 'should', 'not', 'be', 'able', 'to', 'perform', 'on', 'screen']	1	0	0
A22339	We should subsidize Wikipedia	against	['anyone', 'can', 'edit', 'the', 'pages,', 'so', 'the', 'information', 'is', 'not', 'guarenteed', 'to', 'be', 'correct.']	1	0	0
A22350	We should subsidize space exploration	against	['there', 'are', 'many', 'more', 'practical', 'realms', 'of', 'scientific', 'inquiry', 'that', 'need', 'our', 'support', 'more', 'urgently.']	1	0	0
A22358	We should ban algorithmic trading	against	['people', 'deserve', 'to', 'have', 'the', 'best', 'trading', 'options']	1	0	1
A22368	We should ban private military companies	against	['private', 'military', 'companies', 'are', 'needed', 'to', 'provide', 'security', 'when', 'the', 'military', 'can', 'not', 'do', 'the', 'job']	1	0	0
A22381	We should end mandatory retirement	against	['mandatory', 'retirement', 'is', 'necessarily,', 'in', 'many', 'cases,', 'to', 'force', 'someone', 'out', 'of', 'a', 'job', 'that', 'their', 'age', 'dictates', 'they', 'can', 'no', 'longer', 'do', 'appropriately.']	1	1	0
A22387	We should ban whaling	against	['we', 'should', 'not', 'ban', 'whaling', 'because', 'it', 'provides', 'jobs', 'and', 'food', 'for', 'people.']	1	0	1
A22397	We should ban whaling	against	['so', 'long', 'as', 'a', 'limited', 'number', 'are', 'harvested', 'it', 'is', 'ok']	1	0	0
A22414	We should legalize cannabis	against	['cannabis', 'is', 'a', 'illegal', 'drug', 'for', 'a', 'reason,', 'it', 'is', 'harmful', 'dangerous', 'drug', 'that', 'alters', 'your', 'mental', 'capacity', 'and', 'should', 'remain', 'illegal.']	1	0	0
A22423	We should subsidize Wikipedia	against	['If', 'Wikipedia', 'were', 'subsidized', 'it', 'would', 'be', 'less', 'objective', 'by', 'being', 'accountable', 'to', 'a', 'single', 'funding', 'source.']	1	0	0
A22431	We should abolish intellectual property rights	against	['companies', 'invest', 'billions', 'into', 'research,', 'if', 'there', 'are', 'no', 'rights', 'it', 'would', 'dissuade', 'companies', 'from', 'conducting', 'research', 'in', 'the', 'first', 'place.']	1	0	1
A22433	We should adopt a multi-party system	against	['a', 'multi-party', 'system', 'makes', 'it', 'much', 'more', 'difficult', 'to', 'collaborate', 'on', 'ideas.']	1	0	0
A22436	We should ban private military companies	against	['private', 'military', 'companies', 'can', 'be', 'useful', 'to', 'countries', 'who', 'do', 'not', 'have', 'their', 'own', 'military.']	1	1	0
A22442	We should limit judicial activism	against	['there', 'should', 'be', 'no', 'limits.', '', 'how', 'are', 'we', 'to', 'move', 'forward', 'in', 'society', 'if', 'we', 'limit', 'the', 'thought', 'process', 'of', 'judges?']	1	0	0
A22445	We should ban whaling	against	['Whaling', 'is', 'an', 'important', 'industry', 'in', 'some', 'countries', 'for', 'their', 'economical', 'stability.']	1	0	1
